No,KOI Code,Variation,Breeder,VariationID,BreederID,MMYY,Sequence,Bloodline,BloodlineID,Nickname,Variety ,Gender,Birth Year & Month,Age,Breeder,Purchase Date,Size (cm),updated date,update size (cm),Seller Agent,Seller ID,Handling Agent,Price Buy ( JPY ),Price Buy ( IDR ),Keeping Location,Link Photos,Link Video,Link Trophy,Link Certificate,Sell Price (IDR),Sell Price ( JPY),Date of Sell,Buyer Name,Date of Death,Death Note,
109,GSWHIF000000001,GSW,HIF,65,9,0000,00001,,1,,Ginrin Showa,Female,Jun 2019,4,Hiroi Koi Farm,Dec 2022,73,,,Koi Palace,4,,,49700000,Duta Mas Jakarta,GSWHIF000000001.jpg,GSWHIF000000001.mp4,,,,,,,,,
110,KMAMHI122200001,KMA,MHI,105,42,1222,00001,,1,,Ki Matsuba,Female,Jun 2018,4,Maruhiro Koi Farm,Dec 2022,86,,,Koi Palace,4,,,77166667,Duta Mas Jakarta,KMAMHI122200001.jpg,KMAMHI122200001.mp4,,,,,,,,,
111,TANMHD122200001,TAN,MHD,166,41,1222,00001,,1,,Tancho,Male,Jun 2019,3,Maruhide koi Farm,Dec 2022,70,,,Koi Palace,4,,,37950000,Duta Mas Jakarta,TANMHD122200001.jpg,TANMHD122200001.mp4,,,,,,,,,
112,SHOHKF122200001,SHO,HKF,156,11,1222,00001,,1,,Showa,Female,Jun 2019,3,Hoshikin Koi Farm,Dec 2022,65,,,Koi Palace,4,,,95900000,Duta Mas Jakarta,SHOHKF122200001.jpg,SHOHKF122200001.mp4,,,,,,,,,
113,BKIMRS112200001,BKI,MRS,13,49,1122,00001,,1,,Beni Kikokuryu,Male,Jun 2019,3,Marusaka Koi Farm,Nov 2022,65,,,Koi Palace,4,,,54520000,Duta Mas Jakarta,BKIMRS112200001.jpg,BKIMRS112200001.mp4,,,,,,,,,
114,KKAMRS122200001,KKA,MRS,108,49,1222,00001,,1,,Kin Kabuto,Female,Jun 2019,3,Maruse koi farm,Dec2022,63,,,Koi Palace,4,,,59800000,Duta Mas Jakarta,KKAMRS122200001.jpg,KKAMRS122200001.mp4,,,,,,,,,
115,TSHMRS122200001,TSH,MRS,176,49,1222,00001,,1,,Tancho Showa,Female,Jun 2018,4,Marusaka koi Farm,Dec 2022,72,,,Koi Palace,4,,,90950000,Duta Mas Jakarta,TSHMRS122200001.jpg,TSHMRS122200001.mp4,,,,,,,,,
116,AMAXXX000000001,AMA,XXX,4,1,0000,00001,,1,,Aka Matsuba,Female,,3,,,65,,,Koi Palace,4,,,,Duta Mas Jakarta,AMAXXX000000001.jpg,AMAXXX000000001.mp4,,,,,,,,,
117,ASIYKF112200001,ASI,YKF,2,89,1122,00001,,1,,Asagi,Female,Jun 2018,4,Yagenzi Koi Farm,Nov 2022,77,,,Koi Palace,4,,,51775000,Duta Mas Jakarta,ASIYKF112200001.jpg,ASIYKF112200001.mp4,,,,,,,,,
118,KMTMSE122200001,KMT,MSE,112,51,1222,00001,,1,,Kin Matsuba,Female,Jun 2018,4,Marusei Koi Farm,Dec 2022,73,,,Koi Palace,4,,,66200000,Duta Mas Jakarta,KMTMSE122200001.jpg,KMTMSE122200001.mp4,,,,,,,,,
119,KAUHKF122200001,KAU,HKF,98,11,1222,00001,,1,,Kohaku,Female,Jun 2019,3,Hoshikin Koi Farm,Dec 2022,68,,,Koi Palace,4,,,95900000,Duta Mas Jakarta,KAUHKF122200001.jpg,KAUHKF122200001.mp4,,,,,,,,,
120,GSWXXX000000001,GSW,XXX,65,1,0000,00001,,1,,Ginrin Showa,Female,,4,,,70,,,Koi Palace,4,,,,Duta Mas Jakarta,GSWXXX000000001.jpg,GSWXXX000000001.mp4,,,,,,,,,
121,DKOXXX000000001,DKO,XXX,21,1,0000,00001,,1,,Doitsu Kohaku,Female,,3,,,58,,,Koi Palace,4,,,,Duta Mas Jakarta,DKOXXX000000001.jpg,DKOXXX000000001.mp4,,,,,,,,,
122,DKOSHK122200001,DKO,SHK,21,73,1222,00001,,1,,Doitsu Kohaku,Female,Jun 2019,3,Shinoda Koi Farm,Dec 2022,64,,,Koi Palace,4,,,4500000,Duta Mas Jakarta,DKOSHK122200001.jpg,DKOSHK122200001.mp4,,,,,,,,,
123,KAUTRZ122200001,KAU,TRZ,98,92,1222,00001,,1,,Kohaku,Female,Jun 2019,3,Torazo,Dec 2022,63,,,Koi Palace,4,,,53200000,Duta Mas Jakarta,KAUTRZ122200001.jpg,KAUTRZ122200001.mp4,,,,,,,,,
124,BBBMSE122200001,BBB,MSE,5,51,1222,00001,,1,,Bekko,Female,Jun 2019,3,Marusei Koi Farm,Dec 2022,68,,,Koi Palace,4,,,47500000,Duta Mas Jakarta,BBBMSE122200001.jpg,BBBMSE122200001.mp4,,,,,,,,,
125,KUAXXX000000002,KUA,XXX,123,1,0000,00002,,1,,Kujaku,Male,,3,,,63,,,Koi Palace,4,,,,Duta Mas Jakarta,KUAXXX000000002.jpg,KUAXXX000000002.mp4,,,,,,,,,
126,DSASHK122200001,DSA,SHK,31,73,1222,00001,,1,,Doitsu Sanke,Female,Jun 2019,3,Shinoda Koi Farm,Dec 2022,62,,,Koi Palace,4,,,53000000,Duta Mas Jakarta,DSASHK122200001.jpg,DSASHK122200001.mp4,,,,,,,,,
127,GSWHIF122200003,GSW,HIF,65,9,1222,00003,,1,,Ginrin Showa,Female,Jun 2019,3,Hiroi Koi Farm,Dec 2022,62,,,Koi Palace,4,,,49700000,Duta Mas Jakarta,GSWHIF122200003.jpg,GSWHIF122200003.mp4,,,,,,,,,
128,OGOXXX000000001,OGO,XXX,140,1,0000,00001,,1,,Ogon,Male,,3,,,69,,,Koi Palace,4,,,,Duta Mas Jakarta,OGOXXX000000001.jpg,OGOXXX000000001.mp4,,,,,,,,,
129,KUAXXX000000001,KUA,XXX,123,1,0000,00001,,1,,Kujaku,Male,,3,,,59,,,Koi Palace,4,,,,Duta Mas Jakarta,KUAXXX062200001.jpg,KUAXXX062200001.mp4,,,,,,,,,
130,XXXXXX000000002,XXX,XXX,1,1,0000,00002,,1,,Ayawakaba,Female,,3,,,62,,,Koi Palace,4,,,,Duta Mas Jakarta,XXXXXX000000002.jpg,XXXXXX000000002.mp4,,,,,,,,,
131,KKAXXX000000001,KKA,XXX,108,1,0000,00001,,1,,Kin Kabuto,Male,,3,,,67,,,Koi Palace,4,,,,Duta Mas Jakarta,KKAXXX000000001.jpg,KKAXXX000000001.mp4,,,,,,,,,
132,TSAXXX000000001,TSA,XXX,174,1,0000,00001,,1,,Tancho Sanke,Female,,3,,,50,,,Koi Palace,4,,,,Duta Mas Jakarta,TSAXXX000000001.jpg,TSAXXX000000001.mp4,,,,,,,,,
133,TKOMHD112200001,TKO,MHD,171,41,1122,00001,,1,,Tancho Kohaku,Male,Jun 2019,3,Maruhide Koi Farm,Nov 2022,51,,,Koi Palace,4,,,37950000,Duta Mas Jakarta,TKOMHD112200001.jpg,TKOMHD112200001.mp4,,,,,,,,,
134,TSHMRS122200001,TSH,MRS,176,49,1222,00001,,1,,Tancho Showa,Male,Jun 2019,3,Marusaka Koi Farm,Dec 2022,54,,,Koi Palace,4,,,90950000,Duta Mas Jakarta,TSHMRS112200001.jpg,TSHMRS122200001.mp4,,,,,,,,,
135,TKOMOK112200001,TKO,MOK,171,48,1122,00001,,1,,Tancho Kohaku,Male,Jun 2019,3,Momotaro Koi,Nov 2022,62,,,Koi Palace,4,,,67000000,Duta Mas Jakarta,TKOMOK112200001.jpg,TKOMOK112200001.mp4,,,,,,,,,
136,SHOHIF122200001,SHO,HIF,156,9,1222,00001,,1,,Showa,Male,Jun 2019,3,Hiroi Koi Farm,Dec 2022,53,,,Koi Palace,4,,,49700000,Duta Mas Jakarta,SHOHIF122200001.jpg,SHOHIF122200001.mp4,,,,,,,,,
137,GKOMOK012300001,GKO,MOK,47,48,0123,00001,,1,,Ginrin Kohaku,Female,,3,Momotaro Koi,Jan 2023,53,,,Koi Palace,4,,50000,,Duta Mas Jakarta,GKOMOK012300001.jpg,GKOMOK012300001.mp4,,,,,,,,,
138,SHOHKF122200001,SHO,HKF,156,11,1222,00001,,1,,Showa,Male,Jun 2019,3,Hoshikin Koi Farm,Dec 2022,47,,,Koi Palace,4,,,95900000,Duta Mas Jakarta,SHOHKF122200001.jpg,SHOHKF122200001.mp4,,,,,,,,,
139,KAUXXX000000001,KAU,XXX,98,1,0000,00001,,1,,Kohaku,Female,,2,,,57,,,Koi Palace,4,,,,Duta Mas Jakarta,KAUXXX000000001.jpg,KAUXXX000000001.mp4,,,,,,,,,
140,SHOHKF122200002,SHO,HKF,156,11,1222,00002,,1,,Showa,Male,Jun 2019,3,Hoshikin Koi Farm,Dec 2022,52,,,Koi Palace,4,,,95900000,Duta Mas Jakarta,SHOHKF122200002.jpg,SHOHKF122200002.mp4,,,,,,,,,https://drive.google.com/file/d/1ptBrqqR44p8vVftRVNKmUtk2KTwmHo5r/view?usp=drive_link
141,SHOXXX000000001,SHO,XXX,156,1,0000,00001,,1,,Showa,Male,,3,,,54,,,Koi Palace,4,,,,Duta Mas Jakarta,SHOXXX000000001.jpg,SHOXXX000000001.mp4,,,,,,,,,https://drive.google.com/file/d/1Cil0uJ4dl13DyNd4oTPa_LV8FfYSJgue/view?usp=drive_link
142,SHOXXX000000002,SHO,XXX,156,1,0000,00002,,1,,Showa,Male,,3,,,42,,,Koi Palace,4,,,,Duta Mas Jakarta,SHOXXX000000002.jpg,SHOXXX000000002.mp4,,,,,,,,,
143,KAUHKF122200001,KAU,HKF,98,11,1222,00001,,1,,Kohaku,Male,Jun 2019,3,Hoshikin Koi Farm,Dec 2022,52,,,Koi Palace,4,,,95900000,Duta Mas Jakarta,KAUHKF122200001.jpg,KAUHKF122200001.mp4,,,,,,,,,https://drive.google.com/file/d/1ntEVaEIpPntaWOZfS_jivnDjSHs7MEyC/view?usp=drive_link
144,TKOMHD112200002,TKO,MHD,171,41,1122,00002,,1,,Tancho Kohaku,Male,Jun 2019,3,Maruhide Koi Farm,Nov 2022,56,,,Koi Palace,4,,,37950000,Duta Mas Jakarta,TKOMHD112200002.jpg,TKOMHD112200002.mp4,,,,,,,,,
145,SANTAM122200001,SAN,TAM,151,80,1222,00001,,1,,Sanke,Male,Jun 2019,3,Tamaura Fish Farm,Dec 2022,47,,,Koi Palace,4,,,73500000,Duta Mas Jakarta,SANTAM122200001.jpg,SANTAM122200001.mp4,,,,,,,,,https://drive.google.com/file/d/1MfGErFm5-pI_GE_-TfGwzH5ypFSThpIn/view?usp=drive_link
146,SANXXX000000001,SAN,XXX,151,1,0000,00001,,1,,Sanke,Female,,3,,,50,,,Koi Palace,4,,,,Duta Mas Jakarta,SANXXX000000001.jpg,SANXXX000000001.mp4,,,,,,,,,
147,SANXXX000000002,SAN,XXX,151,1,0000,00002,,1,,Sanke,Male,,3,,,54,,,Koi Palace,4,,,,Duta Mas Jakarta,SANXXX000000002.jpg,SANXXX000000002.mp4,,,,,,,,,
148,SHOXXX000000003,SHO,XXX,156,1,0000,00003,,1,,Showa,Male,,3,,,57,,,Koi Palace,4,,,,Duta Mas Jakarta,SHOXXX000000003.jpg,SHOXXX000000003.mp4,,,,,,,,,
149,GKOMHI122200001,GKO,MHI,47,42,1222,00001,,1,,Ginrin Kohaku,Male,,3,Maruhiro Koi Farm,,54,,,Koi Palace,4,,,77166667,Duta Mas Jakarta,GKOMHI122200001.jpg,GKOMHI122200001.mp4,,,,,,,,,
150,SHOXXX000000004,SHO,XXX,156,1,0000,00004,,1,,Showa,Male,,3,,,53,,,Koi Palace,4,,,,Duta Mas Jakarta,SHOXXX000000004.jpg,SHOXXX000000004.mp4,,,,,,,,,
151,SUTOMF112200001,SUT,OMF,154,62,1122,00001,,1,,Shiroutsuri,Male,Jun 2019,3,Omosako Koi Farm,Nov 2022,48,,,Koi Palace,4,,,35000000,Duta Mas Jakarta,SUTOMF112200001.jpg,SUTOMF112200001.mp4,,,,,,,,,
152,SHOXXX000000005,SHO,XXX,156,1,0000,00005,,1,,Showa,Male,,,,,59,,,Koi Palace,4,,,,Duta Mas Jakarta,SHOXXX000000005.jpg,SHOXXX000000005.mp4,,,,,,,,,
153,SHOXXX000000006,SHO,XXX,156,1,0000,00006,,1,,Showa,Male,,3,,,62,,,Koi Palace,4,,,,Duta Mas Jakarta,SHOXXX000000006.jpg,SHOXXX000000006.mp4,,,,,,,,,
154,TSHMRS122200001,TSH,MRS,176,49,1222,00001,,1,,Tancho Showa,Male,Jun 2019,3,Marusaka Koi Farm,Dec 2022,56,,,Koi Palace,4,,,90950000,Duta Mas Jakarta,TSHMRS122200001.jpg,TSHMRS122200001.mp4,,,,,,,,,
155,TSHXXX000000001,TSH,XXX,176,1,0000,00001,,1,,Tancho Sanke,Male,,3,,,55,,,Koi Palace,4,,,,Duta Mas Jakarta,TSHXXX000000001.jpg,TSHXXX000000001.mp4,,,,,,,,,
156,SANXXX000000003,SAN,XXX,151,1,0000,00003,,1,,Sanke,Male,,3,,,52,,,Koi Palace,4,,,,Duta Mas Jakarta,SANXXX000000003.jpg,SANXXX000000003.mp4,,,,,,,,,
157,TSAXXX000000002,TSA,XXX,174,1,0000,00002,,1,,Tancho Sanke,Female,,3,,,51,,,Koi Palace,4,,,,Duta Mas Jakarta,TSAXXX000000002.jpg,TSAXXX000000002.mp4,,,,,,,,,https://drive.google.com/file/d/16YyOMTx4wtUe82zpa68eqhgOMx-NmHXZ/view?usp=drive_link
158,KAUXXX000000002,KAU,XXX,98,1,0000,00002,,1,,Kohaku,Male,,3,,,55,,,Koi Palace,4,,,,Duta Mas Jakarta,KAUXXX000000002.jpg,KAUXXX000000002.mp4,,,,,,,,,https://drive.google.com/file/d/1-lc-RiZ4UAPkhGVvDhbnjtfSOjn5_zzi/view?usp=drive_link
159,MUOMHI112200001,MUO,MHI,136,42,1122,00001,,1,,Mukashi Ogon,Male,Jun 2019,3,Maruhiro Koi Farm,Nov 2022,55,,,Koi Palace,4,,,19950000,Duta Mas Jakarta,MUOMHI112200001.jpg,MUOMHI112200001.mp4,,,,,,,,,
160,SHOXXX000000007,SHO,XXX,156,1,0000,00007,,1,,Showa,Male,,3,,,47,,,Koi Palace,4,,,,Duta Mas Jakarta,SHOXXX000000007.jpg,SHOXXX000000007.mp4,,,,,,,,,
161,SHOXXX000000008,SHO,XXX,156,1,0000,00008,,1,,Showa,Female,,3,,,58,,,Koi Palace,4,,,,Duta Mas Jakarta,SHOXXX000000008.jpg,SHOXXX000000008.mp4,,,,,,,,,
162,SANXXX000000004,SAN,XXX,151,1,0000,00004,,1,,Sanke,Male,,3,,,51,,,Koi Palace,4,,,,Duta Mas Jakarta,SANXXX000000004.jpg,SANXXX000000004.mp4,,,,,,,,,
163,SHOXXX000000009,SHO,XXX,156,1,0000,00009,,1,,Showa,Male,,3,,,53,,,Koi Palace,4,,,,Duta Mas Jakarta,SHOXXX000000009.jpg,SHOXXX000000009.mp4,,,,,,,,,
164,KAUSHK102200001,KAU,SHK,98,73,1022,00001,,1,,Kohaku,Male,Jun 2019,3,Shinoda koi Farm,Oct 2022,56,,,Koi Palace,4,,,4500000,Duta Mas Jakarta,KAUSHK102200001.jpg,KAUSHK102200001.mp4,,,,,,,,,
165,SHUXXX000000001,SHU,XXX,160,1,0000,00001,,1,,Shusui,Male,,3,,,57,,,Koi Palace,4,,,,Duta Mas Jakarta,SHUXXX000000001.jpg,SHUXXX000000001.mp4,,,,,,,,,
166,SHOHKF122200003,SHO,HKF,156,11,1222,00003,,1,,Showa,Male,Jun 2019,3,Hoshikin Koi Farm,Dec 2022,52,,,Koi Palace,4,,,95900000,Duta Mas Jakarta,SHOHKF122200003.jpg,SHOHKF122200003.mp4,,,,,,,,,https://drive.google.com/file/d/1_EtCOmyRueF48Z-Z8VZ2o8HPmRP59Wb2/view?usp=drive_link
167,TSHMRS122200001,TSH,MRS,176,49,1222,00001,,1,,Tancho Showa,Male,Jun 2019,3,Marusaka Koi Farm,Dec 2022,47,,,Koi Palace,4,,,90950000,Duta Mas Jakarta,TSHMRS122200001.jpg,TSHMRS122200001.mp4,,,,,,,,,
168,SHOXXX000000010,SHO,XXX,156,1,0000,00010,,1,,Showa,Male,,3,,,53,,,Koi Palace,4,,,,Duta Mas Jakarta,SHOXXX000000010.jpg,SHOXXX000000010.mp4,,,,,,,,,https://drive.google.com/file/d/14zFUHXuhqNkO5G4RkT_ncMl8MPYai2q7/view?usp=drive_link
169,SHOXXX000000011,SHO,XXX,156,1,0000,00011,,1,,Showa,Male,,3,,,40,,,Koi Palace,4,,,,Duta Mas Jakarta,SHOXXX000000011.jpg,SHOXXX000000011.mp4,,,,,,,,,https://drive.google.com/file/d/1I6Tc76SjbddS2xWmF_U9hDlZF5AIdIyV/view?usp=drive_link
170,SHOXXX000000012,SHO,XXX,156,1,0000,00012,,1,,Showa,Male,,3,,,51,,,Koi Palace,4,,,,Duta Mas Jakarta,SHOXXX000000012.jpg,SHOXXX000000012.mp4,,,,,,,,,
171,SANXXX000000005,SAN,XXX,151,1,0000,00005,,1,,Sanke,Male,,3,,,53,,,Koi Palace,4,,,,Duta Mas Jakarta,SANXXX000000005.jpg,SANXXX000000005.mp4,,,,,,,,,
172,KAUHKF112200001,KAU,HKF,98,11,1122,00001,,1,,Kohaku,Male,Jun 2019,3,Hoshikin Koi Farm,Nov 2022,53,,,Koi Palace,4,,,55696500,Duta Mas Jakarta,KAUHKF112200001.jpg,KAUHKF112200001.mp4,,,,,,,,,
173,SHOXXX000000013,SHO,XXX,156,1,0000,00013,,1,,Showa,Male,,3,,,47,,,Koi Palace,4,,,,Duta Mas Jakarta,SHOXXX000000013.jpg,SHOXXX000000013.mp4,,,,,,,,,https://drive.google.com/file/d/1O5ae2_MGoJlAFLcWmHFIHwQ7qgsto9TD/view?usp=drive_link
174,SANXXX000000006,SAN,XXX,151,1,0000,00006,,1,,Sanke,Female,,3,,,47,,,Koi Palace,4,,,,Duta Mas Jakarta,SANXXX000000006.jpg,SANXXX000000006.mp4,,,,,,,,,https://drive.google.com/file/d/1r55K8MGcKcyJlMuBSLhE1_Rbf7naPa-z/view?usp=drive_link
175,TKOMHD112200003,TKO,MHD,171,41,1122,00003,,1,,Tancho Kohaku,Male,Jun 2019,3,Maruhide koi Farm,Nov 2022,50,,,Koi Palace,4,,,37950000,Duta Mas Jakarta,TKOMHD112200003.jpg,TKOMHD112200003.mp4,,,,,,,,,
176,KAUTRZ122200001,KAU,TRZ,98,92,1222,00001,,1,,Kohaku,Female,Jun 2019,3,Torazo Farm,Dec 2022,57,,,Koi Palace,4,,,53200000,Duta Mas Jakarta,KAUTRZ122200001.jpg,KAUTRZ122200001.mp4,,,,,,,,,
177,TKOMOK122200001,TKO,MOK,171,48,1222,00001,,1,,Tancho Kohaku,Female,Jun 2019,3,Momotaro Koi,Dec 2022,55,,,Koi Palace,4,,,67000000,Duta Mas Jakarta,TKOMOK122200001.jpg,TKOMOK122200001.mp4,,,,,,,,,
178,SHOHKF122200004,SHO,HKF,156,11,1222,00004,,1,,Showa,Male,Jun 2019,3,Hoshikin Koi Farm,Dec 2022,53,,,Koi Palace,4,,,95900000,Duta Mas Jakarta,SHOHKF122200004.jpg,SHOHKF122200004.mp4,,,,,,,,,https://drive.google.com/file/d/1dUKY1weeP6nZwenJw61PCklrjmhbBVRX/view?usp=drive_link
179,SHOXXX000000014,SHO,XXX,156,1,0000,00014,,1,,Showa,Male,,3,,,52,,,Koi Palace,4,,,,Duta Mas Jakarta,SHOXXX000000014.jpg,SHOXXX000000014.mp4,,,,,,,,,
180,SHOXXX000000015,SHO,XXX,156,1,0000,00015,,1,,Showa,Female,,3,,,57,,,Koi Palace,4,,,,Duta Mas Jakarta,SHOXXX000000015.jpg,SHOXXX000000015.mp4,,,,,,,,,
181,SHUKAW112200001,SHU,KAW,160,22,1122,00001,,1,,Shusui,Female,Jun 2019,3,Kawakami Koi Farm,Nov 2022,52,,,Koi Palace,4,,,60000000,Duta Mas Jakarta,SHUKAW112200001.jpg,SHUKAW112200001.mp4,,,,,,,,,https://drive.google.com/file/d/1sHHt_W0ZipQPjvsTSotArrARpw8qHZ7U/view?usp=drive_link
182,SANXXX000000007,SAN,XXX,151,1,0000,00007,,1,,Sanke,Female,,3,,,45,,,Koi Palace,4,,,,Duta Mas Jakarta,SANXXX000000007.jpg,SANXXX000000007.mp4,,,,,,,,,
183,SANXXX000000008,SAN,XXX,151,1,0000,00008,,1,,Sanke,Female,,3,,,47,,,Koi Palace,4,,,,Duta Mas Jakarta,SANXXX000000008.jpg,SANXXX000000008.mp4,,,,,,,,,
184,GSHSHK122200001,GSH,SHK,36,73,1222,00001,,1,,Ginrin Shiro,Male,Jun 2019,3,Shinoda Koi Farm,Dec 2022,55,,,Koi Palace,4,,,53000000,Duta Mas Jakarta,GSHSHK122200001.jpg,GSHSHK122200001.mp4,,,,,,,,,
185,KAUTRZ122200002,KAU,TRZ,98,92,1222,00002,,1,,Kohaku,Male,Jun 2019,3,Torazo Koi,Dec 2022,48,,,Koi Palace,4,,,53200000,Duta Mas Jakarta,KAUTRZ122200002.jpg,KAUTRZ122200002.mp4,,,,,,,,,
186,TSAXXX000000003,TSA,XXX,174,1,0000,00003,,1,,Tancho Sanke,Male,,3,,,46,,,Koi Palace,4,,,,Duta Mas Jakarta,TSAXXX000000003.jpg,TSAXXX000000003.mp4,,,,,,,,,
187,SANXXX000000009,SAN,XXX,151,1,0000,00009,,1,,Sanke,Male,,3,,,50,,,Koi Palace,4,,,,Duta Mas Jakarta,SANXXX000000009.jpg,SANXXX000000009.mp4,,,,,,,,,
188,KAUXXX000000003,KAU,XXX,98,1,0000,00003,,1,,Kohaku,Female,,3,,,41,,,Koi Palace,4,,,,Duta Mas Jakarta,KAUXXX000000003.jpg,KAUXXX000000003.mp4,,,,,,,,,
189,SHOHKF122200005,SHO,HKF,156,11,1222,00005,,1,,Showa,Male,Jun 2019,3,Hoshikin Koi Farm,Dec 2022,55,,,Koi Palace,4,,,95900000,Duta Mas Jakarta,SHOHKF122200005.jpg,SHOHKF122200005.mp4,,,,,,,,,
190,SANXXX000000010,SAN,XXX,151,1,0000,00010,,1,,Sanke,Male,,3,,,49,,,Koi Palace,4,,,,Duta Mas Jakarta,SANXXX000000010.jpg,SANXXX000000010.mp4,,,,,,,,,
191,KAUMAY122200001,KAU,MAY,98,39,1222,00001,,1,,Kohaku,Male,Jun 2019,3,Maruyama Koi Farm,Dec 2022,53,,,Koi Palace,4,,,73500000,Duta Mas Jakarta,KAUMAY122200001.jpg,KAUMAY122200001.mp4,,,,,,,,,
192,TKOMHD112200004,TKO,MHD,171,41,1122,00004,,1,,Tancho Kohaku,Male,Jun 2019,3,Maruhide koi Farm,Nov 2022,48,,,Koi Palace,4,,,37950000,Duta Mas Jakarta,TKOMHD112200004.jpg,TKOMHD112200004.mp4,,,,,,,,,
193,SANXXX000000011,SAN,XXX,151,1,0000,00011,,1,,Sanke,Male,,3,,,46,,,Koi Palace,4,,,,Duta Mas Jakarta,SANXXX000000011.jpg,SANXXX000000011.mp4,,,,,,,,,
194,SANXXX000000012,SAN,XXX,151,1,0000,00012,,1,,Sanke,Female,,3,,,46,,,Koi Palace,4,,,,Duta Mas Jakarta,SANXXX000000012.jpg,SANXXX000000012.mp4,,,,,,,,,
195,SANXXX000000013,SAN,XXX,151,1,0000,00013,,1,,Sanke,Male,,3,,,47,,,Koi Palace,4,,,,Duta Mas Jakarta,SANXXX000000013.jpg,SANXXX000000013.mp4,,,,,,,,,
196,KAUTRZ122200003,KAU,TRZ,98,92,1222,00003,,1,,Kohaku,Male,Jun 2019,3,Torazo Koi,Dec 2022,54,,,Koi Palace,4,,,53200000,Duta Mas Jakarta,KAUTRZ122200003.jpg,KAUTRZ122200003.mp4,,,,,,,,,
197,CHAXXX122200001,CHA,XXX,17,1,1222,00001,,1,,Chagoi,Female,Jun 2019,3,,Dec 2022,63,,,Koi Palace,4,,,65000000,Duta Mas Jakarta,CHAXXX122200001.jpg,CHAXXX122200001.mp4,,,,,,,,,https://drive.google.com/file/d/1oySD-7aCULC7ckok3N7r3jnstT-llf8a/view?usp=drive_link
198,TSAXXX000000004,TSA,XXX,174,1,0000,00004,,1,,Tancho Sanke,Male,,3,,,45,,,Koi Palace,4,,,,Duta Mas Jakarta,TSAXXX000000004.jpg,TSAXXX000000004.mp4,,,,,,,,,
199,SANXXX000000014,SAN,XXX,151,1,0000,00014,,1,,Sanke,Male,,3,,,42,,,Koi Palace,4,,,,Duta Mas Jakarta,SANXXX000000014.jpg,SANXXX000000014.mp4,,,,,,,,,
200,XXXXXX000000001,XXX,XXX,1,1,0000,00001,,1,,Matsukawabake,Male,,3,,,48,,,Koi Palace,4,,,,Duta Mas Jakarta,XXXXXX000000001.jpg,XXXXXX000000001.mp4,,,,,,,,,
201,SANXXX000000015,SAN,XXX,151,1,0000,00015,,1,,Sanke,Female,,3,,,51,,,Koi Palace,4,,,,Duta Mas Jakarta,SANXXX000000015.jpg,SANXXX000000015.mp4,,,,,,,,,https://drive.google.com/file/d/16kdTPRl7sAQGzS99uFAlUCxxfbH8nFSG/view?usp=drive_link
202,SHOXXX000000016,SHO,XXX,156,1,0000,00016,,1,,Showa,Female,,3,,,55,,,Koi Palace,4,,,,Duta Mas Jakarta,SHOXXX000000016.jpg,SHOXXX000000016.mp4,,,,,,,,,
203,KAUXXX000000004,KAU,XXX,98,1,0000,00004,,1,,Kohaku,Male,,3,,,48,,,Koi Palace,4,,,,Duta Mas Jakarta,KAUXXX000000004.jpg,KAUXXX000000004.mp4,,,,,,,,,
204,SHOXXX000000017,SHO,XXX,156,1,0000,00017,,1,,Showa,Male,,3,,,55,,,Koi Palace,4,,,,Duta Mas Jakarta,SHOXXX000000017.jpg,SHOXXX000000017.mp4,,,,,,,,,
205,TKOMHD112200005,TKO,MHD,171,41,1122,00005,,1,,Tancho Kohaku,Male,Jun 2019,3,Maruhide koi Farm,Nov 2022,56,,,Koi Palace,4,,,37950000,Duta Mas Jakarta,TKOMHD112200005.jpg,TKOMHD112200005.mp4,,,,,,,,,
206,KKUMRS112300001,KKU,MRS,107,49,1123,00001,,1,,Kikusui,Male,Jun 2019,3,Marusaka Koi Farm,Nov 2022,54,,,Koi Palace,4,,,21541500,Duta Mas Jakarta,KKUMRS112300001.jpg,KKUMRS112300001.mp4,,,,,,,,,
207,SHOXXX000000018,SHO,XXX,156,1,0000,00018,,1,,Showa,Male,,3,,,56,,,Koi Palace,4,,,,Duta Mas Jakarta,SHOXXX000000018.jpg,SHOXXX000000018.mp4,,,,,,,,,
208,SHOXXX000000019,SHO,XXX,156,1,0000,00019,,1,,Showa,Male,,3,,,48,,,Koi Palace,4,,,,Duta Mas Jakarta,SHOXXX000000019.jpg,SHOXXX000000019.mp4,,,,,,,,,
209,GASXXX000000001,GAS,XXX,37,1,0000,00001,,1,,Ginrin Asagi,Male,,3,,,52,,,Koi Palace,4,,,,Duta Mas Jakarta,GASXXX000000001.jpg,GASXXX000000001.mp4,,,,,,,,,
210,KAUXXX012300001,KAU,XXX,98,1,0123,00001,Wild,10,,Kohaku,Unknown,Jun 2022,1,,Jan 2023,31,,,Koi Palace,4,,20000,,Duta Mas Jakarta,KAUXXX012300001.jpg,,,,,,,,,,
211,SHOXXX012300001,SHO,XXX,156,1,0123,00001,SuperMonster,11,,Showa,Unknown,Jun 2022,1,,Jan 2023,27,,,Koi Palace,4,,20000,,Duta Mas Jakarta,SHOXXX012300001.jpg,,,,,,,,,,
212,KAUXXX012300002,KAU,XXX,98,1,0123,00002,RedTiger,12,,Kohaku,Unknown,Jun 2022,1,,Jan 2023,32,,,Koi Palace,4,,20000,,Duta Mas Jakarta,KAUXXX012300002.jpg,,,,,,,,,,
